Code,Country,Discipline,Event,Gender,Medal,Name,NOC,Rank,Sport,Age,F1
1316124,Japan,TTE,Men's Team,Male,Bronze,NIWA Koki,JPN,3,Table Tennis,26,9556
1439955,France,HBL,Women Team,Female,Gold,NOCANDY Meline,FRA,1,Handball,23,9567
1313761,Japan,CLB,Women's Combined,Female,Bronze,NOGUCHI Akiyo,JPN,3,Sport Climbing,32,9569
1313762,Japan,CLB,Women's Combined,Female,Silver,NONAKA Miho,JPN,2,Sport Climbing,24,9572
1458689,United States,ATH,Men's 4 x 400m Relay Team,Male,Gold,NORMAN Michael,USA,1,Athletics,23,9584
1459111,United States,ATH,Men's 4 x 400m Relay Team,Male,Gold,NORWOOD Vernon,USA,1,Athletics,29,9588
1459111,United States,ATH,4 x 400m Relay Mixed Team,Male,Bronze,NORWOOD Vernon,USA,3,Athletics,29,9589
1436572,Russia,CTR,Women's Madison Team,Female,Bronze,NOVOLODSKAIA Mariia,ROC,3,Cycling Track,22,9600
1324472,Poland,ATH,Men's Hammer Throw,Male,Gold,NOWICKI Wojciech,POL,1,Athletics,32,9604
1337831,France,BKB,Men Team,Male,Silver,NTILIKINA Frank,FRA,2,Basketball,23,9607
1450133,Greece,ROW,Men's Single Sculls,Male,Gold,NTOUSKOS Stefanos,GRE,1,Rowing,24,9610
1443898,Dominican Republic,BSB,Baseball Team,Male,Bronze,NUNEZ Gustavo,DOM,3,Baseball/Softball,33,9622
1467279,Netherlands,HOC,Women Team,Female,Gold,NUNNINK Laura Maria,NED,1,Hockey,26,9624
1285332,United States,WLF,Women's 76kg,Female,Silver,NYE Katherine Elizabeth,USA,2,Weightlifting,22,9639
1459540,New Zealand,BOX,Men's Heavy (81-91kg),Male,Bronze,NYIKA David,NZL,3,Boxing,26,9640
1439920,France,HBL,Women Team,Female,Gold,NZE MINKO Estelle,FRA,1,Handball,29,9645
1402355,Kenya,ATH,Women's 5000m,Female,Silver,OBIRI Hellen,KEN,2,Athletics,31,9653
1351078,Nigeria,WRE,Women's Freestyle 68kg,Female,Silver,OBORUDUDU Blessing,NGR,2,Wrestling,32,9655
1332587,Australia,CTR,Men's Team Pursuit Team,Male,Bronze,O'BRIEN Kelland,AUS,3,Cycling Track,23,9662
1482917,Australia,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Gold,O'CALLAGHAN Mollie,AUS,1,Swimming,17,9667
1482917,Australia,SWM,Women's 4 x 200m Freestyle Relay Team,Female,Bronze,O'CALLAGHAN Mollie,AUS,3,Swimming,17,9668
1482917,Australia,SWM,Women's 4 x 100m Medley Relay Team,Female,Gold,O'CALLAGHAN Mollie,AUS,1,Swimming,17,9669
1302062,Mexico,FBL,Men Team,Male,Bronze,OCHOA Guillermo,MEX,3,Football,36,9675
1331589,Germany,ROW,Men's Eight Team,Male,Silver,OCIK Hannes,GER,2,Rowing,30,9677
1483093,Australia,HOC,Men Team,Male,Silver,OCKENDEN Edward Clive,AUS,2,Hockey,34,9678
1319846,Ireland,ROW,Lightweight Men's Double Sculls Team,Male,Gold,O'DONOVAN Paul,IRL,1,Rowing,27,9688
1721236,Dominican Republic,ATH,4 x 400m Relay Mixed Team,Male,Silver,OGANDO Alexander,DOM,2,Athletics,21,9696
1315754,Poland,SAL,Women's Two Person Dinghy - 470 Team,Female,Silver,OGAR Jolanta,POL,2,Sailing,39,9697
1298713,United States,VVO,Women Team,Female,Gold,OGBOGU Chiaka,USA,1,Volleyball,26,9698
1483104,Australia,HOC,Men Team,Male,Silver,OGILVIE Flynn Andrew,AUS,2,Hockey,27,9699
1344656,Serbia,VVO,Women Team,Female,Bronze,OGNJENOVIC Maja,SRB,3,Volleyball,37,9700
1338266,South Korea,ARC,Men's Team,Male,Gold,OH Jinhyek,KOR,1,Archery,39,9711
1335663,South Korea,FEN,Men's Sabre Team,Male,Gold,OH Sanguk,KOR,1,Fencing,24,9715
1332216,United States,FBL,Women Team,Female,Bronze,O'HARA Kelley,USA,3,Football,33,9720
1315967,Japan,SWM,Women's 200m Individual Medley,Female,Gold,OHASHI Yui,JPN,1,Swimming,25,9722
1315967,Japan,SWM,Women's 400m Individual Medley,Female,Gold,OHASHI Yui,JPN,1,Swimming,25,9723
1336400,Japan,BSB,Baseball Team,Male,Gold,OHNO Yudai,JPN,1,Baseball/Softball,32,9727
1400614,France,RUG,Women Team,Female,Silver,OKEMBA Seraphine,FRA,2,Rugby Sevens,25,9751
1313639,Japan,BKB,Women Team,Female,Silver,OKOYE Monica,JPN,2,Basketball,22,9756
1459677,Canada,SWM,Women's 200m Freestyle,Female,Bronze,OLEKSIAK Penny,CAN,3,Swimming,21,9773
1459677,Canada,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Silver,OLEKSIAK Penny,CAN,2,Swimming,21,9774
1459677,Canada,SWM,Women's 4 x 100m Medley Relay Team,Female,Bronze,OLEKSIAK Penny,CAN,3,Swimming,21,9776
1458148,United States,ATH,Women's 4 x 100m Relay Team,Female,Silver,OLIVER Javianne,USA,2,Athletics,26,9793
1332399,Spain,FBL,Men Team,Male,Silver,OLMO Dani,ESP,2,Football,23,9799
1367088,Denmark,HBL,Men Team,Male,Silver,OLSEN Morten,DEN,2,Handball,36,9804
1337907,Sweden,SAL,Women's One Person Dinghy - Laser Radial,Female,Silver,OLSSON Josefin,SWE,2,Sailing,31,9814
1481605,Ukraine,SHO,10m Air Pistol Mixed Team,Male,Bronze,OMELCHUK Oleh,UKR,3,Shooting,38,9825
1315344,Japan,JUD,Men -73 kg,Male,Gold,ONO Shohei,JPN,1,Judo,29,9848
1315344,Japan,JUD,Mixed Team,Male,Silver,ONO Shohei,JPN,2,Judo,29,9849
1476237,Netherlands,ATH,Women's Heptathlon,Female,Bronze,OOSTERWEGEL Emma,NED,3,Athletics,23,9856
1321393,Italy,ROW,Lightweight Men's Double Sculls Team,Male,Bronze,OPPO Stefano,ITA,3,Rowing,26,9863
1435251,Russia,ROW,Women's Pair Team,Female,Silver,ORIABINSKAIA Elena,ROC,2,Rowing,27,9870
1300378,Mexico,DIV,Women's Synchronised 10m Platform Team,Female,Bronze,OROZCO LOZA Alejandra,MEX,3,Diving,24,9879
1348810,Cuba,WRE,Men's Greco-Roman 60kg,Male,Gold,ORTA SANCHEZ Luis Alberto,CUB,1,Wrestling,26,9889
1325928,Spain,WPO,Women Team,Female,Silver,ORTIZ Bea,ESP,2,Water Polo,26,9893
1314715,Cuba,JUD,Women +78 kg,Female,Silver,ORTIZ Idalys,CUB,2,Judo,31,9895
1362709,Argentina,RUG,Men Team,Male,Bronze,OSADCZUK Matias,ARG,3,Rugby Sevens,24,9905
1462958,New Zealand,ROW,Women's Double Sculls Team,Female,Silver,OSBORNE Hannah,NZL,2,Rowing,27,9910
1331591,Germany,ROW,Lightweight Men's Double Sculls Team,Male,Silver,OSBORNE Jason,GER,2,Rowing,27,9911
1431749,Russia,ARC,Women's Individual,Female,Silver,OSIPOVA Elena,ROC,2,Archery,28,9916
1431749,Russia,ARC,Women's Team,Female,Silver,OSIPOVA Elena,ROC,2,Archery,28,9917
1310118,United States,BSB,Softball Team,Female,Silver,OSTERMAN Cat,USA,2,Baseball/Softball,38,9928
1316589,Japan,WRE,Men's Freestyle 65kg,Male,Gold,OTOGURO Takuto,JPN,1,Wrestling,22,9939
1321084,Germany,TTE,Men's Singles,Male,Bronze,OVTCHAROV Dimitrij,GER,3,Table Tennis,32,9965
1321084,Germany,TTE,Men's Team,Male,Silver,OVTCHAROV Dimitrij,GER,2,Table Tennis,32,9966
1474964,Great Britain,CTR,Men's Team Sprint Team,Male,Silver,OWENS Ryan,GBR,2,Cycling Track,25,9967
1444604,Great Britain,HOC,Women Team,Female,Bronze,OWSLEY Lily,GBR,3,Hockey,26,9970
1332402,Spain,FBL,Men Team,Male,Silver,OYARZABAL Mikel,ESP,2,Football,24,9973
1464302,Philippines,BOX,Men's Fly (48-52kg),Male,Silver,PAALAM Carlo,PHI,2,Boxing,23,9987
1467539,Great Britain,GTR,Women,Female,Bronze,PAGE Bryony,GBR,3,Trampoline Gymnastics,30,10000
1379630,Colombia,BMX,Women,Female,Silver,PAJON Mariana,COL,2,Cycling BMX Racing,29,10007
1366896,Argentina,VVO,Men Team,Male,Bronze,PALACIOS Ezequiel,ARG,3,Volleyball,28,10021
1484243,Australia,SKB,Men's Park,Male,Gold,PALMER Keegan,AUS,1,Skateboarding,18,10034
1331912,United States,DIV,Women's 3m Springboard,Female,Bronze,PALMER Krysta,USA,3,Diving,29,10035
1305653,Italy,ATH,Women's 20km Race Walk,Female,Gold,PALMISANO Antonella,ITA,1,Athletics,30,10037
1283107,Israel,JUD,Mixed Team,Male,Bronze,PALTCHIK Peter,ISR,3,Judo,29,10041
1343289,Italy,OWS,Men's 10km,Male,Bronze,PALTRINIERI Gregorio,ITA,3,Marathon Swimming,26,10042
1343289,Italy,SWM,Men's 800m Freestyle,Male,Silver,PALTRINIERI Gregorio,ITA,2,Swimming,26,10043
1342626,Chinese Taipei,GLF,Men's Individual Stroke Play,Male,Bronze,PAN C T,TPE,3,Golf,29,10049
1313556,China,WRE,Women's Freestyle 53kg,Female,Silver,PANG Qianyu,CHN,2,Wrestling,24,10056
1302190,China,SHO,10m Air Pistol Men,Male,Bronze,PANG Wei,CHN,3,Shooting,35,10057
1302190,China,SHO,10m Air Pistol Mixed Team,Male,Gold,PANG Wei,CHN,1,Shooting,35,10058
1435933,Russia,VVO,Men Team,Male,Silver,PANKOV Pavel,ROC,2,Volleyball,25,10065
1466632,Greece,WPO,Men Team,Male,Silver,PAPANASTASIOU Alexandros,GRE,2,Water Polo,22,10080
1290422,Belarus,CSP,Women's Kayak Four 500m Team,Female,Silver,PAPOK Nadzeya,BLR,2,Canoe Sprint,32,10085
1308654,India,HOC,Men Team,Male,Bronze,PARATTU RAVEENDRAN Sreejesh,IND,3,Hockey,33,10092
1420591,Jamaica,ATH,Men's 110m Hurdles,Male,Gold,PARCHMENT Hansle,JAM,1,Athletics,31,10093
1335656,South Korea,FEN,Men's Épée Team,Male,Bronze,PARK Sangyoung,KOR,3,Fencing,25,10117
1364489,Hungary,WPO,Women Team,Female,Bronze,PARKES Rebecca,HUN,3,Water Polo,26,10122
1331905,United States,DIV,Women's Synchronised 10m Platform Team,Female,Silver,PARRATTO Jessica,USA,2,Diving,27,10130
1286080,Romania,ROW,Men's Four Team,Male,Silver,PASCARI Cosmin,ROU,2,Rowing,23,10144
1872654,Botswana,ATH,Men's 4 x 400m Relay Team,Male,Bronze,PASELA Anthony,BOT,3,Athletics,19,10148
1542890,Hungary,WPO,Men Team,Male,Bronze,PASZTOR Matyas,HUN,3,Water Polo,34,10156
1340624,France,VVO,Men Team,Male,Gold,PATRY Jean,FRA,1,Volleyball,24,10165
1431700,Russia,SWA,Team,Female,Gold,PATSKEVICH Aleksandra,ROC,1,Artistic Swimming,32,10166
1313293,Italy,ATH,Men's 4 x 100m Relay Team,Male,Gold,PATTA Lorenzo,ITA,1,Athletics,21,10167
1351638,Brazil,FBL,Men Team,Male,Gold,PAULINHO,BRA,1,Football,21,10177
1388966,Dominican Republic,ATH,Women's 400m,Female,Silver,PAULINO Marileidy,DOM,2,Athletics,24,10178
1388966,Dominican Republic,ATH,4 x 400m Relay Mixed Team,Female,Silver,PAULINO Marileidy,DOM,2,Athletics,24,10179
1476568,Netherlands,ROW,Lightweight Women's Double Sculls Team,Female,Bronze,PAULIS Ilse,NED,3,Rowing,28,10180
1351051,France,FEN,Men's Foil Team,Male,Gold,PAUTY Maxime,FRA,1,Fencing,28,10186
1383852,Croatia,TEN,Men's Doubles Team,Male,Gold,PAVIC Mate,CRO,1,Tennis,28,10190
1436787,Russia,TEN,Mixed Doubles Team,Female,Gold,PAVLYUCHENKOVA Anastasia,ROC,1,Tennis,30,10195
1433278,Canada,ROW,Women's Eight Team,Female,Gold,PAYNE Sydney,CAN,1,Rowing,23,10203
1444607,Great Britain,HOC,Women Team,Female,Bronze,PEARNE-WEBB Hollie,GBR,3,Hockey,30,10208
1320187,United States,TRI,Mixed Relay Team,Male,Silver,PEARSON Morgan,USA,2,Triathlon,27,10212
1444186,Great Britain,SWM,Men's 100m Breaststroke,Male,Gold,PEATY Adam,GBR,1,Swimming,26,10213
1444186,Great Britain,SWM,Men's 4 x 100m Medley Relay Team,Male,Silver,PEATY Adam,GBR,2,Swimming,26,10214
1444186,Great Britain,SWM,Mixed 4 x 100m Medley Relay Team,Male,Gold,PEATY Adam,GBR,1,Swimming,26,10215
1366656,Denmark,CTR,Men's Team Pursuit Team,Male,Silver,PEDERSEN Rasmus,DEN,2,Cycling Track,23,10219
1483867,Australia,TEN,Mixed Doubles Team,Male,Bronze,PEERS John,AUS,3,Tennis,33,10223
1349243,Spain,ATH,Women's Triple Jump,Female,Bronze,PELETEIRO Ana,ESP,3,Athletics,25,10234
1400615,France,RUG,Women Team,Female,Silver,PELLE Chloe,FRA,2,Rugby Sevens,31,10240
1325929,Spain,WPO,Women Team,Female,Silver,PENA Pili,ESP,2,Water Polo,35,10256
1353863,Brazil,VVO,Women Team,Female,Silver,PEREIRA Natalia,BRA,2,Volleyball,32,10279
1366889,Argentina,VVO,Men Team,Male,Bronze,PEREYRA Federico,ARG,3,Volleyball,33,10285
1314307,Spain,HBL,Men Team,Male,Bronze,PEREZ de VARGAS MORENO Gonzalo,ESP,3,Handball,30,10292
1305834,Cuba,ATH,Women's Discus Throw,Female,Bronze,PEREZ Yaime,CUB,3,Athletics,30,10318
1443761,Dominican Republic,BSB,Baseball Team,Male,Bronze,PEREZ Yefri,DOM,3,Baseball/Softball,30,10319
1318631,France,TRI,Mixed Relay Team,Female,Bronze,PERIAULT Leonie,FRA,3,Triathlon,27,10323
1291695,San Marino,SHO,Trap Women,Female,Bronze,PERILLI Alessandra,SMR,3,Shooting,33,10326
1291695,San Marino,SHO,Trap Mixed Team,Female,Silver,PERILLI Alessandra,SMR,2,Shooting,33,10327
1431750,Russia,ARC,Women's Team,Female,Silver,PEROVA Ksenia,ROC,2,Archery,32,10338
1464216,Philippines,BOX,Women's Feather (54-57kg),Female,Silver,PETECIO Nesthy,PHI,2,Boxing,29,10357
1451526,United States,EQU,Dressage Team,Male,Silver,PETERS Steffen,USA,2,Equestrian,56,10364
1285205,Georgia,WRE,Men's Freestyle 125kg,Male,Silver,PETRIASHVILI Geno,GEO,2,Wrestling,27,10386
1449994,Greece,GAR,Men's Rings,Male,Bronze,PETROUNIAS Eleftherios,GRE,3,Artistic Gymnastics,30,10389
1444608,Great Britain,HOC,Women Team,Female,Bronze,PETTER Isabelle,GBR,3,Hockey,21,10396
1449254,Sweden,ATH,Men's Discus Throw,Male,Silver,PETTERSSON Simon,SWE,2,Athletics,27,10400
1467280,Netherlands,HOC,Women Team,Female,Gold,PHENINCKX Malou,NED,1,Hockey,30,10409
1477821,Great Britain,ATH,Women's 4 x 100m Relay Team,Female,Bronze,PHILIP Asha,GBR,3,Athletics,30,10411
1450262,Portugal,ATH,Men's Triple Jump,Male,Gold,PICHARDO Pedro,POR,1,Athletics,28,10427
1459684,Canada,SWM,Women's 4 x 100m Medley Relay Team,Female,Bronze,PICKREM Sydney,CAN,3,Swimming,24,10433
1341477,France,SAL,Women's Windsurfer - RS:X,Female,Silver,PICON Charline,FRA,2,Sailing,36,10434
1474966,Great Britain,MTB,Men's Cross-country,Male,Gold,PIDCOCK Thomas,GBR,1,Cycling Mountain Bike,22,10435
1302339,United States,SWM,Men's 4 x 100m Freestyle Relay Team,Male,Gold,PIERONI Blake,USA,1,Swimming,25,10445
1302339,United States,SWM,Men's 4 x 100m Medley Relay Team,Male,Gold,PIERONI Blake,USA,1,Swimming,25,10447
1351828,Brazil,TEN,Women's Doubles Team,Female,Bronze,PIGOSSI Laura,BRA,3,Tennis,27,10459
1344194,Serbia,WPO,Men Team,Male,Gold,PIJETLOVIC Dusko,SRB,1,Water Polo,36,10460
1344198,Serbia,WPO,Men Team,Male,Gold,PIJETLOVIC Gojko,SRB,1,Water Polo,38,10461
